CHEM,SMILES
HALLACTONE-A,CC(C)C1=C2CC3C4C(C(C5C(C4(C2=CC(=O)O1)C)O5)O)(C(=O)O3)C
HALLACTONE-B,CC12CC3C(O3)C4(C1C(C5C6(C2=CC(=O)OC6C(C)(CS(=O)(=O)C)O)O5)OC4=O)C
HALOSTACHINE,CNCC(C1=CC=CC=C1)O
HANCINONE,CC1C(OC2=CC(=O)C(=CC12OC)CC=C)C3=CC4=C(C=C3)OCO4
HAPLOPHYLLIDINE,CC(=CCC1(C(CCC2=C1N=C3C(=C2OC)C=CO3)O)OC)C
HAPLOPHYTINE,CN1CCC2(C3=C(C(=CC=C3)O)N4C1(C2=O)CCC4=O)C5=C(C(=C6C(=C5)C78CCN9C71C(CCC9)(CC(=O)O1)C=CC8N6C)OC)OC
HAPLOPINE,COC1=C2C=COC2=NC3=C1C=CC(=C3OC)O
HARDWICKIC-ACID,CC1CCC2(C(C1(C)CCC3=COC=C3)CCC=C2C(=O)O)C
HARMALINE,CC1=NCCC2=C1NC3=C2C=CC(=C3)OC
HARMALOL,CC1=NCCC2=C1NC3=C2C=CC(=C3)O
HARMAN,CC1=NC=CC2=C1NC3=CC=CC=C23
HARMANE,CC1=NC=CC2=C1NC3=CC=CC=C23
HARMINE,CC1=NC=CC2=C1NC3=C2C=CC(=C3)OC
HARMOL,CC1=C2C(=C3C=CC(=O)C=C3N2)C=CN1
HARPAGIDE,"CC1(CC(C2(C1C(OC=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O)O
CC1(CC(C2(C1C(OC=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O)O
CC1(CC(C2(C1C(OC=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O)O
CC1(CC(C2(C1C(OC=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O)O
CC1(CC(C2(C1C(OC=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O)O
CC1(CC(C2(C1C(OC=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O)O
CC1(CC(C2(C1C(OC=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O)O
CC1(CC(C2(C1C(OC=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O)O
CC1(CC(C2(C1C(OC=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O)O"
HARPAGOSIDE,CC1(CC(C2(C1C(OC=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O)OC(=O)C=CC4=CC=CC=C4
HARRINGTONINE,"CC(C)(CCC(CC(=O)OC)(C(=O)OC1C2C3=CC4=C(C=C3CCN5C2(CCC5)C=C1OC)OCO4)O)O
CC(C)(CCC(CC(=O)OC)(C(=O)OC1C2C3=CC4=C(C=C3CCN5C2(CCC5)C=C1OC)OCO4)O)O
CC(C)(CCC(CC(=O)OC)(C(=O)OC1C2C3=CC4=C(C=C3CCN5C2(CCC5)C=C1OC)OCO4)O)O
CC(C)(CCC(CC(=O)OC)(C(=O)OC1C2C3=CC4=C(C=C3CCN5C2(CCC5)C=C1OC)OCO4)O)O
CC(C)(CCC(CC(=O)OC)(C(=O)OC1C2C3=CC4=C(C=C3CCN5C2(CCC5)C=C1OC)OCO4)O)O
CC(C)(CCC(CC(=O)OC)(C(=O)OC1C2C3=CC4=C(C=C3CCN5C2(CCC5)C=C1OC)OCO4)O)O
CC(C)(CCC(CC(=O)OC)(C(=O)OC1C2C3=CC4=C(C=C3CCN5C2(CCC5)C=C1OC)OCO4)O)O
CC(C)(CCC(CC(=O)OC)(C(=O)OC1C2C3=CC4=C(C=C3CCN5C2(CCC5)C=C1OC)OCO4)O)O"
HARRISONIN,CC1(C(=O)C2(C(C3CCC4(C(OC(=O)C5C4(C3(C2(O1)O)C)O5)C6=COC=C6)C)(C)C=CC(=O)OC)O)C
HASTATOSIDE,CC1CC(=O)C2(C1C(OC=C2C(=O)OC)OC3C(C(C(C(O3)CO)O)O)O)O
HAYATINE,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C6C(CC7=CC(=C(C=C7)O)O3)N(CCC6=CC(=C5O)OC)C)OC
HCN,C#N
HEDERASAPONIN-C,CC(CC(CC(CC(CC(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(CC(COC1CCC2(C(C1(C)CO)CCC3(C2CC=C4C3(CCC5(C4CC(CC5)(C)C)C(=O)O)C)C)C)O)O)[O-])O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O
HEDERIN,CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)CO)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)O)C)C)C)O)O)O)O)O
HELENALIN,CC1CC2C(C(C3(C1C=CC3=O)C)O)C(=C)C(=O)O2
HELENALIN-METHACRYLATE,CC1CC2C(C(C3(C1C=CC3=O)C)OC(=O)C(=C)C)C(=C)C(=O)O2
HELENIAMARIN,CC1CC2C3C(C4(C1=CCC4=O)C)OC(C3(C(=O)O2)C)(C)O
HELENIEN,CCCCCCCCCCCCCCCC(=O)OC1CC(=C(C(C1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2C(=CC(CC2(C)C)OC(=O)CCCCCCCCCCCCCCC)C)C)C)C
HELENIN,CC1CCCC2(C1=CC3C(C2)OC(=O)C3=C)C
HELIAMINE,COC1=C(C=C2CNCCC2=C1)OC
HELIANGIN,"CC=C(C)C(=O)OC1CC2(C(O2)CC(C(=CC3C1C(=C)C(=O)O3)C)O)C
CC=C(C)C(=O)OC1CC2(C(O2)CC(C(=CC3C1C(=C)C(=O)O3)C)O)C
CC=C(C)C(=O)OC1CC2(C(O2)CC(C(=CC3C1C(=C)C(=O)O3)C)O)C
CC=C(C)C(=O)OC1CC2(C(O2)CC(C(=CC3C1C(=C)C(=O)O3)C)O)C
CC=C(C)C(=O)OC1CC2(C(O2)CC(C(=CC3C1C(=C)C(=O)O3)C)O)C
CC=C(C)C(=O)OC1CC2(C(O2)CC(C(=CC3C1C(=C)C(=O)O3)C)O)C
CC=C(C)C(=O)OC1CC2(C(O2)CC(C(=CC3C1C(=C)C(=O)O3)C)O)C"
HELIANTHOSIDE-A,CC1C(C(C(C(O1)OC2C(C(OC(C2O)OC3C(OC(C(C3O)O)OC4CCC5(C(C4(C)C)CCC6(C5CC=C7C6(CC(C8(C7CC(CC8)(C)C)C(=O)O)O)C)C)C)COC9C(C(C(CO9)O)O)O)C)O)O)O)O
HELICTERILIC-ACID,CC(=O)OC1CCC2(C(C1(C)C)CCC3(C2CC=C4C3(CCC5(C4CC(CC5)(C)C)C(=O)O)COC(=O)C6=CC=CC=C6)C)C
HELIETTIN,CC(C)(C=C)C1=CC2=CC3=C(C=C2OC1=O)OC(C3)C(C)(C)O
HELIOSUPINE,CC=C(C)C(=O)OC1CCN2C1C(=CC2)COC(=O)C(C(C)O)(C(C)(C)O)O
HELIOTRIDINE,C1CN2CC=C(C2C1O)CO
HELIOTRINE,CC(C)C(C(C)OC)(C(=O)OCC1=CCN2C1C(CC2)O)O
HELIOTRINE-N-OXIDE,CC(C)C(C(C)OC)(C(=O)OCC1=CC[N+]2(C1C(CC2)O)[O-])O
HELIOTROPINE,C1OC2=C(O1)C=C(C=C2)C=O
HELIOTROPYL-ACETONE,CC(=O)C=CC1=CC2=C(C=C1)OCO2
HELIOXANTHIN,C1C2=C(C=C3C=CC4=C(C3=C2C5=CC6=C(C=C5)OCO6)OCO4)C(=O)O1
HELLEBRIGENIN-3-ACETATE,CC(=O)OC1CCC2(C3CCC4(C(CCC4(C3CCC2(C1)O)O)C5=COC(=O)C=C5)C)C=O
HELLEBRIN,"CC1C(C(C(C(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3(C2)O)O)C6=COC(=O)C=C6)C)C=O)O)O)OC7C(C(C(C(O7)CO)O)O)O
CC1C(C(C(C(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3(C2)O)O)C6=COC(=O)C=C6)C)C=O)O)O)OC7C(C(C(C(O7)CO)O)O)O
CC1C(C(C(C(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3(C2)O)O)C6=COC(=O)C=C6)C)C=O)O)O)OC7C(C(C(C(O7)CO)O)O)O
CC1C(C(C(C(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3(C2)O)O)C6=COC(=O)C=C6)C)C=O)O)O)OC7C(C(C(C(O7)CO)O)O)O
CC1C(C(C(C(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3(C2)O)O)C6=COC(=O)C=C6)C)C=O)O)O)OC7C(C(C(C(O7)CO)O)O)O"
HELLICOSIDE,C1=CC(=C(C=C1C=CC(=O)OC2C(OC(C(C2OC3C(C(C(C(O3)CO)O)O)O)O)OCC(C4=CC(=C(C=C4)O)O)O)CO)O)O
HELVETICOSIDE,CC1C(C(CC(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3(C2)O)O)C6=CC(=O)OC6)C)C=O)O)O
HEMEROCALLIN,CC1=CC2=C(C(=C(C=C2)C3=C(C4=C(C=C3)C=C(C(=C4O)C(=O)C)C)O)O)C(=C1C(=O)C)O
HEMIGOSSYPOL,CC1=CC2=C(C(=C1)O)C(=C(C(=C2C(C)C)O)O)C=O
"HEPTADECA-1,9-DIENE-4,6-DIYNE-3,8-DIOL","CCCCCCCC=CC(C#CC#CC(C=C)O)O
CCCCCCCC=CC(C#CC#CC(C=C)O)O
CCCCCCCC=CC(C#CC#CC(C=C)O)O
CCCCCCCC=CC(C#CC#CC(C=C)O)O
CCCCCCCC=CC(C#CC#CC(C=C)O)O
CCCCCCCC=CC(C#CC#CC(C=C)O)O"
HEPTYL-ACETATE,CCCCCCCOC(=O)C
HEPTYL-FORMATE,CCCCCCCOC=O
HERACLENIN,CC1(C(O1)COC2=C3C(=CC4=C2OC=C4)C=CC(=O)O3)C
HERBACETIN,C1=CC(=CC=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)O)O)O
HERCULIN,CCCC=CCCCCC=CC(=O)NCC(C)C
HERITOL,CC1CC2C(=C(C(=O)O2)C)C3=C1C=C(C(=C3)C)O
HERITONIN,CC1CC2C(=C(C(=O)O2)C)C3=C1C=C(C(=C3)C)OC
HERNANDEZINE,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=C(CCN6C)C(=C(C(=C7O3)OC)OC)OC)OC)OC
HERNANDULCIN,CC1=CC(=O)C(CC1)C(C)(CCC=C(C)C)O
HERNIARIN,COC1=CC2=C(C=C1)C=CC(=O)O2
HESPERETIN,COC1=C(C=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O)O
HESPERIDIN,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O
HESPERITIN,COC1=C(C=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O)O
HETERATISINE,"CCN1CC2(CCC(C34C2C(C(C31)C5(CCC6CC4C5C(=O)O6)O)O)OC)C
CCN1CC2(CCC(C34C2C(C(C31)C5(CCC6CC4C5C(=O)O6)O)O)OC)C
CCN1CC2(CCC(C34C2C(C(C31)C5(CCC6CC4C5C(=O)O6)O)O)OC)C
CCN1CC2(CCC(C34C2C(C(C31)C5(CCC6CC4C5C(=O)O6)O)O)OC)C
CCN1CC2(CCC(C34C2C(C(C31)C5(CCC6CC4C5C(=O)O6)O)O)OC)C
CCN1CC2(CCC(C34C2C(C(C31)C5(CCC6CC4C5C(=O)O6)O)O)OC)C
CCN1CC2(CCC(C34C2C(C(C31)C5(CCC6CC4C5C(=O)O6)O)O)OC)C
CCN1CC2(CCC(C34C2C(C(C31)C5(CCC6CC4C5C(=O)O6)O)O)OC)C
CCN1CC2(CCC(C34C2C(C(C31)C5(CCC6CC4C5C(=O)O6)O)O)OC)C
CCN1CC2(CCC(C34C2C(C(C31)C5(CCC6CC4C5C(=O)O6)O)O)OC)C
CCN1CC2(CCC(C34C2C(C(C31)C5(CCC6CC4C5C(=O)O6)O)O)OC)C
CCN1CC2(CCC(C34C2C(C(C31)C5(CCC6CC4C5C(=O)O6)O)O)OC)C"
HETEROBETULIN,CC1C2C3CCC4C5(CCC(C(C5CCC4(C3(CC(C2(CC=C1C)CO)O)C)C)(C)C)O)C
HETERODENDRIN,CC(C)C(C#N)OC1C(C(C(C(O1)CO)O)O)O
HEVEIN,CC(C)CC(C(=O)NC(CS)C(=O)N1CCCC1C(=O)NC(CC(=O)N)C(=O)NC(CC(=O)N)C(=O)NC(CC(C)C)C(=O)NC(CS)C(=O)NC(CS)C(=O)NC(CO)C(=O)NC(CCC(=O)N)C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)NCC(=O)NC(CC4=CNC5=CC=CC=C54)C(=O)NC(CS)C(=O)NCC(=O)OC(=O)CCC(C(=O)NC(CC6=CC=C(C=C6)O)C(=O)NC(CS)C(=O)NC(CO)C(=O)N7CCCC7C(=O)NC(CC(=O)O)C(=O)NC(CC8C=NC=N8)C(=O)NC(CC(=O)N)C(=O)NC(CS)C(=O)NC(CCC(=O)N)C(=O)NC(CO)C(=O)NC(CC(=O)N)C(=O)NC(CS)C(=O)NC(CCCCN)C(=O)NC(CC(=O)O)C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(C(C)O)NC(=O)C(CO)N)NC(=O)C(CCCCN)NC(=O)CNC(=O)CNC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)C(CCCNC(=N)N)NC(=O)CNC(=O)C(CS)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)O)N
HEXADECANOL,CCCCCCCCCCCCCCCCO
HEXAHYDRO-2H-AZEPIN-2-ONE,C1CCC(=O)NCC1
HEXAHYDROCURCUMIN,COC1=C(C=CC(=C1)CCC(CC(=O)CCC2=CC(=C(C=C2)O)OC)O)O
HEXANAL,CCCCCC=O
HEXANOIC-ACID,CCCCCC(=O)O
HEXANOL,CCCCCCO
HEXENAL,"CCCC=CC=O
CCCC=CC=O"
HEXYL-2-METHYLBUTYRATE,CCCCCCOC(=O)C(C)CC
HEXYL-ACETATE,CCCCCCOC(=O)C
HEXYL-BUTYRATE,CCCCCCOC(=O)CCC
HEXYL-FORMATE,CCCCCCOC=O
HIGENAMINE,C1CNC(C2=CC(=C(C=C21)O)O)CC3=CC=C(C=C3)O
HILDECARPIN,COC1=C(C=C2C(=C1)C3C(CO2)(C4=CC5=C(C=C4O3)OCO5)O)O
HIMACHALOL,CC1=CC2C(CC1)C(CCCC2(C)C)(C)O
HIMANDRAVINE,CC1CCCC(N1)C=CC2C3CCCCC3CC4C2C(OC4=O)C
HIMANDRINE,CC1CCC2C3N1C45C6CCCC(C6C(C(=C4C2(CC5C3)O)C(=O)OC)OC(=O)C7=CC=CC=C7)OC
HIMBACINE,"CC1CCCC(N1C)C=CC2C3CCCCC3CC4C2C(OC4=O)C
CC1CCCC(N1C)C=CC2C3CCCCC3CC4C2C(OC4=O)C
CC1CCCC(N1C)C=CC2C3CCCCC3CC4C2C(OC4=O)C
CC1CCCC(N1C)C=CC2C3CCCCC3CC4C2C(OC4=O)C
CC1CCCC(N1C)C=CC2C3CCCCC3CC4C2C(OC4=O)C
CC1CCCC(N1C)C=CC2C3CCCCC3CC4C2C(OC4=O)C
CC1CCCC(N1C)C=CC2C3CCCCC3CC4C2C(OC4=O)C
CC1CCCC(N1C)C=CC2C3CCCCC3CC4C2C(OC4=O)C"
HIMBADINE,CC1CCC2C(N1C)CC3CC2(C4=CC(=O)C5CCCCC5C34)O
HIMBELINE,CC1CCCC(N1)C=CC2C3CCCCC3CC4C2C(OC4=O)C
HIMBOSINE,CC1CCC2C3N1C45C6CCC(C(C6C(C(=C4C2(CC5C3)OC(=O)C)C(=O)OC)OC(=O)C)OC(=O)C7=CC=CC=C7)OC(=O)C
HIMGALINE,"CC1CCC2C3N1C45C2(CC(C3)C4C6CCCCC6C(C5)O)O
CC1CCC2C3N1C45C2(CC(C3)C4C6CCCCC6C(C5)O)O
CC1CCC2C3N1C45C2(CC(C3)C4C6CCCCC6C(C5)O)O"
HIMGRAVINE,CC1CCCC(N1C)C=CC2C3CCCCC3C=C4C2C(OC4=O)C
HINESOL,"CC1CCC=C(C12CCC(C2)C(C)(C)O)C
CC1CCC=C(C12CCC(C2)C(C)(C)O)C
CC1CCC=C(C12CCC(C2)C(C)(C)O)C
CC1CCC=C(C12CCC(C2)C(C)(C)O)C
CC1CCC=C(C12CCC(C2)C(C)(C)O)C
CC1CCC=C(C12CCC(C2)C(C)(C)O)C"
HINOKIFLAVONE,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)OC4=CC=C(C=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)O)O
HINOKININ,C1C(C(C(=O)O1)CC2=CC3=C(C=C2)OCO3)CC4=CC5=C(C=C4)OCO5
HINOKITIOL,CC(C)C1=CC(=O)C(=CC=C1)O
HIPPADINE,C1OC2=C(O1)C=C3C(=C2)C4=CC=CC5=C4N(C3=O)C=C5
HIPPEASTRINE,CN1CCC2=CC(C3C(C21)C4=CC5=C(C=C4C(=O)O3)OCO5)O
HIPPOCAESCULIN,CC(=CCC1(C(CC2C3=CCC4C(C3(C(C(C2(C1(CC=C(C)C(=O)O)O)CO)O)O)C)(CCC5C4(CC=C(C5(C)C)O)C)C)(C)C)O)C
HIPPURIC-ACID,C1=CC=C(C=C1)C(=O)NCC(=O)O
HIPTAGIN,C(C[N+](=O)[O-])C(=O)OCC1C(C(C(C(O1)OC(=O)CC[N+](=O)[O-])OC(=O)CC[N+](=O)[O-])O)OC(=O)CC[N+](=O)[O-]
HIRCINOL,COC1=CC(=CC2=C1C3=C(CC2)C=CC=C3O)O
HIRSUTIC-ACID,CC1(CC2CC34C(O3)C(C(=C)C4(C2C1)C)O)C(=O)O
HIRSUTIDIN,COC1=CC(=C2C=C(C(=[O+]C2=C1)C3=CC(=C(C(=C3)OC)O)OC)O)O
HIRSUTINE,CCC1CN2CCC3=C(C2CC1C(=COC)C(=O)OC)NC4=CC=CC=C34
HIRTELLIN-B,C1C2C(C(C3C(O2)OC(=O)C4=CC(=C(C(=C4)OC5=C(C(=C(C=C5C(=O)O3)OC6=C(C(=C(C=C6C(=O)OC7C(C8C(COC(=O)C9=CC(=C(C(=C9C2=C(C(=C(C=C2C(=O)O8)O)O)O)O)O)O)OC7OC(=O)C2=CC(=C(C(=C2)O)O)O)OC(=O)C2=CC(=C(C(=C2)O)O)O)O)O)O)O)O)O)O)OC(=O)C2=CC(=C(C(=C2)O)O)O)OC(=O)C2=CC(=C(C(=C2C2=C(C(=C(C=C2C(=O)O1)O)O)O)O)O)O
HISPAGLABRIDIN-A,CC(=CCC1=C(C=CC(=C1O)C2CC3=C(C4=C(C=C3)OC(C=C4)(C)C)OC2)O)C
HISPAGLABRIDIN-B,CC1(C=CC2=C(O1)C=CC(=C2O)C3CC4=C(C5=C(C=C4)OC(C=C5)(C)C)OC3)C
HISPIDULIN,COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC=C(C=C3)O)O
HISPIDULOSIDE,COC1=C(C=C2C(=C1O)C(=O)C=C(O2)C3=CC=C(C=C3)O)OC4C(C(C(C(O4)CO)O)O)O
HISTAMINE,C1=C(NC=N1)CCN
HISTIDINE,C1=C(NC=N1)CC(C(=O)O)N
HIYODORILACTONE-A,CC1=CCC(C(=CC2C(C(C1)OC(=O)C(=CCO)CO)C(=C)C(=O)O2)C)OC(=O)C
HODGKINSINE,"CN1CCC2(C1NC3=CC=CC=C32)C4=C5C(=CC=C4)C6(CCN(C6N5)C)C78CCN(C7NC9=CC=CC=C89)C
CN1CCC2(C1NC3=CC=CC=C32)C4=C5C(=CC=C4)C6(CCN(C6N5)C)C78CCN(C7NC9=CC=CC=C89)C
CN1CCC2(C1NC3=CC=CC=C32)C4=C5C(=CC=C4)C6(CCN(C6N5)C)C78CCN(C7NC9=CC=CC=C89)C
CN1CCC2(C1NC3=CC=CC=C32)C4=C5C(=CC=C4)C6(CCN(C6N5)C)C78CCN(C7NC9=CC=CC=C89)C
CN1CCC2(C1NC3=CC=CC=C32)C4=C5C(=CC=C4)C6(CCN(C6N5)C)C78CCN(C7NC9=CC=CC=C89)C
CN1CCC2(C1NC3=CC=CC=C32)C4=C5C(=CC=C4)C6(CCN(C6N5)C)C78CCN(C7NC9=CC=CC=C89)C"
HOLACANTHONE,CC1C2C(C(=O)OC3C24COC(C1O)(C4C5(C(C3)C(=CC(=O)C5O)C)C)O)OC(=O)C
HOLAPHYLLINE,CC(=O)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)NC)C)C
HOLARRHENINE,CC1C2CCC3C2(CN1C)C(CC4C3CC=C5C4(CCC(C5)N(C)C)C)O
HOMATROPINE,"CN1C2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)O
CN1C2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)O
CN1C2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)O
CN1C2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)O
CN1C2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)O"
HOMOAROMOLINE,CN1CCC2=CC(=C(C3=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=CC(=C(C=C7CCN6C)OC)O3)OC)O)OC
HOMOATROPINE,"CN1C2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)O
CN1C2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)O
CN1C2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)O"
HOMOBALDRINAL,CC(C)CC(=O)OCC1=COC=C2C1=CC=C2C=O
HOMOCARNOSINE,C1=C(NC=N1)CC(C(=O)O)NC(=O)CCCN
HOMOERIODICTYOL,COC1=C(C=CC(=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O)O
HOMOFERREIRIN,COC1=CC(=C(C=C1)C2COC3=CC(=CC(=C3C2=O)O)O)OC
HOMOGENTISIC-ACID,C1=CC(=C(C=C1O)CC(=O)O)O
HOMOGRANDINOL,CCC(C)CC(=O)C1=C(C(=C(C(=C1O)C=O)O)C)O
HOMOHARRINGTONINE,CC(C)(CCCC(CC(=O)OC)(C(=O)OC1C2C3=CC4=C(C=C3CCN5C2(CCC5)C=C1OC)OCO4)O)O
HOMOISOMELODIENONE,CCOC(=O)C=CC(=O)C=CCOC(=O)C1=CC=CC=C1
HOMOLAUDANOSINE,CN1CCC2=CC(=C(C=C2C1CCC3=CC(=C(C=C3)OC)OC)OC)OC
HOMOPISATIN,COC1=CC2=C(C=C1)C3C(CO2)(C4=C(O3)C=C(C=C4)OC)O
HOMOSERINE,"C(CO)C(C(=O)O)N
C(CO)C(C(=O)O)N
C(CO)C(C(=O)O)N"
HOMOVANILLIC-ACID,COC1=C(C=CC(=C1)CC(=O)O)O
HONOKIOL,C=CCC1=CC(=C(C=C1)O)C2=CC(=C(C=C2)O)CC=C
HORDATINE-A,C1=CC(=CC=C1C2C(C3=C(O2)C=CC(=C3)C=CC(=O)NCCCCN=C(N)N)C(=O)NCCCCN=C(N)N)O
HORDATINE-B,COC1=CC(=CC2=C1OC(C2C(=O)NCCCCN=C(N)N)C3=CC=C(C=C3)O)C=CC(=O)NCCCCN=C(N)N
HORDENINE,CN(C)CCC1=CC=C(C=C1)O
HOUTTUYNIN,CCCCCCCCCC(=O)CC=O
HUAJIAOSIMULINE,CC(C)C(=O)CCC1(C=CC2=C(O1)C3=CC=CC=C3N(C2=O)C)C
HUANGSHANINE,CN1CCC2=C3C1CC4=CC(=C(C=C4C3=C(C(=C2OC)OC)OC)OC)OC5=C(C=CC(=C5OC)OC)CC6C7=CC(=C(C=C7CCN6C)OC)OC
HUMULINIC-ACID,CC(C)CC(=O)C1=C(C(C(=C1O)CC=C(C)C)O)O
HUMULONE,"CC(C)CC(=O)C1=C(C(=C(C(C1=O)(CC=C(C)C)O)O)CC=C(C)C)O
CC(C)CC(=O)C1=C(C(=C(C(C1=O)(CC=C(C)C)O)O)CC=C(C)C)O
CC(C)CC(=O)C1=C(C(=C(C(C1=O)(CC=C(C)C)O)O)CC=C(C)C)O"
HUPERZINE-A,"CC=C1C2CC3=C(C1(CC(=C2)C)N)C=CC(=O)N3
CC=C1C2CC3=C(C1(CC(=C2)C)N)C=CC(=O)N3
CC=C1C2CC3=C(C1(CC(=C2)C)N)C=CC(=O)N3
CC=C1C2CC3=C(C1(CC(=C2)C)N)C=CC(=O)N3"
HUPERZINE-B,CC1=CC2CC3=C(C=CC(=O)N3)C4(C1)C2CCCN4
HURATOXIN,"CCCCCCCCCC=CC=CC12OC3C4C5C(O5)(C(C6(C(C4(O1)C(CC3(O2)C(=C)C)C)C=C(C6=O)C)O)O)CO
CCCCCCCCCC=CC=CC12OC3C4C5C(O5)(C(C6(C(C4(O1)C(CC3(O2)C(=C)C)C)C=C(C6=O)C)O)O)CO
CCCCCCCCCC=CC=CC12OC3C4C5C(O5)(C(C6(C(C4(O1)C(CC3(O2)C(=C)C)C)C=C(C6=O)C)O)O)CO
CCCCCCCCCC=CC=CC12OC3C4C5C(O5)(C(C6(C(C4(O1)C(CC3(O2)C(=C)C)C)C=C(C6=O)C)O)O)CO
CCCCCCCCCC=CC=CC12OC3C4C5C(O5)(C(C6(C(C4(O1)C(CC3(O2)C(=C)C)C)C=C(C6=O)C)O)O)CO
CCCCCCCCCC=CC=CC12OC3C4C5C(O5)(C(C6(C(C4(O1)C(CC3(O2)C(=C)C)C)C=C(C6=O)C)O)O)CO
CCCCCCCCCC=CC=CC12OC3C4C5C(O5)(C(C6(C(C4(O1)C(CC3(O2)C(=C)C)C)C=C(C6=O)C)O)O)CO"
HYDNOCARPIC-ACID,C1CC(C=C1)CCCCCCCCCCC(=O)O
HYDRANGENOL,C1C(OC(=O)C2=C1C=CC=C2O)C3=CC=C(C=C3)O
HYDRASTINE,"CN1CCC2=CC3=C(C=C2C1C4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OCO3
CN1CCC2=CC3=C(C=C2C1C4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OCO3
CN1CCC2=CC3=C(C=C2C1C4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OCO3
CN1CCC2=CC3=C(C=C2C1C4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OCO3"
HYDRASTININE,CN1CCC2=CC3=C(C=C2C1O)OCO3
HYDRATROPALDEHYDE,CC(C=O)C1=CC=CC=C1
HYDROQUINIDINE,"CCC1CN2CCC1CC2C(C3=C4C=C(C=CC4=NC=C3)OC)O
CCC1CN2CCC1CC2C(C3=C4C=C(C=CC4=NC=C3)OC)O
CCC1CN2CCC1CC2C(C3=C4C=C(C=CC4=NC=C3)OC)O
CCC1CN2CCC1CC2C(C3=C4C=C(C=CC4=NC=C3)OC)O
CCC1CN2CCC1CC2C(C3=C4C=C(C=CC4=NC=C3)OC)O
CCC1CN2CCC1CC2C(C3=C4C=C(C=CC4=NC=C3)OC)O
CCC1CN2CCC1CC2C(C3=C4C=C(C=CC4=NC=C3)OC)O
CCC1CN2CCC1CC2C(C3=C4C=C(C=CC4=NC=C3)OC)O
CCC1CN2CCC1CC2C(C3=C4C=C(C=CC4=NC=C3)OC)O"
